관리번호,사업장명,인허가일자,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,통합영업상태명,영업상태명,소재지시설전화번호,소재지면적정보,X좌표값,Y좌표값,영업장주변구분명,급수시설구분명,다중이용업소여부,시설총규모정보,카테고리
3770000-101-1999-00259,수원성남문떡볶이,19990828,"경기도 수원시 팔달구 중부대로7번길 16, 1.2층 (영동)",경기도 수원시 팔달구 영동 11-7,16262.0,37.2759852285,127.0177078874,영업/정상,영업,031-244-8749,94.67,201499.672729647,419331.681593966,,상수도전용,N,94.67,분식
3760000-101-2022-00120,수원숯불바베큐 권선점,20220530,"경기도 수원시 권선구 권중로56번길 17, 1층 (권선동)",경기도 수원시 권선구 권선동 1256-2,16556.0,37.2527262668,127.0304179918,영업/정상,영업,,39.56,202625.225,416754.695,,상수도전용,N,39.56,분식
5610000-101-2022-00210,순이김밥,20220630,"경기도 수원시 영통구 매봉로27번길 20-14, 1층 (매탄동)",경기도 수원시 영통구 매탄동 1206,16525.0,37.2712704455,127.0519925078,영업/정상,영업,,48.74,204538.903328174,418812.499662766,,,N,48.74,분식
3750000-101-1994-00165,순자네밥집,19940714,경기도 수원시 장안구 연무로7번길 65 (연무동),경기도 수원시 장안구 연무동 249-1,16220.0,37.2939569888,127.0261452794,영업/정상,영업,,16.32,202247.486253129,421329.850081113,기타,상수도전용,N,16.32,분식
3750000-101-2011-00136,순자네분식,20110920,"경기도 수원시 장안구 팔달로259번길 18, 1층 (영화동)",경기도 수원시 장안구 영화동 326-6,16270.0,37.2896847346,127.0129046594,영업/정상,영업,,14.40,201077.404190611,420860.324216293,기타,상수도전용,N,14.4,분식
3750000-101-2020-00191,슈퍼맨딜리버리 장안점,20200417,"경기도 수원시 장안구 장안로54번길 9, 1층 (영화동)",경기도 수원시 장안구 영화동 392-13,16273.0,37.2897768896,127.0047021796,영업/정상,영업,031-245-1048,70.40,200346.837231453,420868.207754922,,상수도전용,N,70.4,분식
3770000-101-2019-00061,스쿨푸드수원인계딜리버리점,20190315,"경기도 수원시 팔달구 경수대로446번길 25, 1층 (인계동)",경기도 수원시 팔달구 인계동 1024-7,16489.0,37.265795996,127.0280248069,영업/정상,영업,,96.80,202415.902516643,418204.528316257,,상수도전용,N,96.8,분식
3760000-101-2023-00358,스텔라떡볶이 경기수원곡반정점,20230927,"경기도 수원시 권선구 곡반정로 160, 라퍼스트 1층 109호 (곡반정동)",경기도 수원시 권선구 곡반정동 653 라퍼스트,16668.0,37.2417440083,127.0341616765,영업/정상,영업,,42.39,,,,,N,42.39,분식
3750000-101-2020-00144,스텔라떡볶이 경기수원정자점,20201013,"경기도 수원시 장안구 송정로 45-2, 1층 코너호 (송죽동)",경기도 수원시 장안구 송죽동 402-7,16306.0,37.2963195852,127.0022221997,영업/정상,영업,031-242-9647,44.40,200124.96734957,421593.274602325,,상수도전용,N,44.4,분식
3760000-101-2024-00356,스텔라떡볶이 경기수원호매실점,20241120,"경기도 수원시 권선구 금곡로 112, 1층 102호 (금곡동)",경기도 수원시 권선구 금곡동 1085-3,16388.0,37.2739337984,126.9426111491,영업/정상,영업,031-297-0999,47.73,194833.667732858,419111.354604299,,상수도전용,N,47.73,분식
3770000-101-1997-60090,시골밥집,19971020,경기도 수원시 팔달구 향교로1번길 12 (매산로1가),경기도 수원시 팔달구 매산로1가 14-11,16455.0,37.2681362416,127.0008287832,영업/정상,영업,031-243-9117,17.98,200002.976383392,418466.163826645,유흥업소밀집지역,상수도전용,N,17.98,분식
3750000-101-1999-00335,시골집,19990603,경기도 수원시 장안구 수성로364번길 29 (영화동),경기도 수원시 장안구 영화동 272-20,16269.0,37.2923066878,127.0126395472,영업/정상,영업,031-256-0484,24.42,201050.141388251,421149.105567981,주택가주변,상수도전용,N,24.42,분식
3750000-101-2018-00101,시선 수원성균관대점,20180726,"경기도 수원시 장안구 화산로233번길 35, 1층 (율전동)",경기도 수원시 장안구 율전동 402-2,16362.0,37.2981476189,126.970651425,영업/정상,영업,031-298-0111,98.34,197325.239707267,421793.364188166,,상수도전용,N,98.34,분식
5610000-101-2001-00874,신가네,20010423,경기도 수원시 영통구 매영로 424 (영통동),경기도 수원시 영통구 영통동 1022-4,16702.0,37.2484971904,127.0778923211,영업/정상,영업,031-206-1935,63.20,206839.039306944,416288.142457902,,,N,63.2,분식
5610000-101-2002-00192,신원미주김밥,20020320,"경기도 수원시 영통구 매영로310번길 31, 상가동 105호 (영통동, 신원미주아파트)",경기도 수원시 영통구 영통동 965-2 신원미주아파트 상가동 105호호,16699.0,37.2525928799,127.0663450908,영업/정상,영업,031-203-6123,19.84,205886.690395188,416692.492220334,,상수도전용,N,19.84,분식
5610000-101-2014-00284,신전떡복이영통2호,20141106,"경기도 수원시 영통구 봉영로 1612, 125호 (영통동, 보보스프라자)",경기도 수원시 영통구 영통동 996-4 125호,16704.0,37.2545081228,127.074983256,영업/정상,영업,,42.00,206586.493721295,416951.858130707,,,N,42.0,분식
5610000-101-2014-00285,신전떡볶이,20141106,"경기도 수원시 영통구 태장로 83, 106호 (망포동, 엘지프라자)",경기도 수원시 영통구 망포동 380-1,16688.0,37.2393195745,127.0553497591,영업/정상,영업,031-273-7771,22.08,204837.981242941,415272.59792505,,,N,22.08,분식
3750000-101-2014-00068,신전떡볶이,20140502,경기도 수원시 장안구 서부로 2107 (율전동),경기도 수원시 장안구 율전동 433-79,16362.0,37.2968472385,126.9701189604,영업/정상,영업,031-305-1080,26.60,197279.589076847,421654.377797532,,,N,26.6,분식
3760000-101-2019-00033,신전떡볶이 권선점,20190207,경기도 수원시 권선구 권광로56번길 35 (권선동),경기도 수원시 권선구 권선동 1256-8,16556.0,37.2525462156,127.0304754906,영업/정상,영업,,38.70,202631.96,416737.165,,상수도전용,N,38.7,분식
3760000-101-2019-00225,신전떡볶이 세류점,20190812,"경기도 수원시 권선구 세지로 91, 승주빌딩 1층 (세류동)",경기도 수원시 권선구 세류동 845-4 승주빌딩,16577.0,37.2599151308,127.0181374149,영업/정상,영업,031-222-4482,52.50,201534.919987208,417558.43787063,,,N,52.5,분식
5610000-101-2019-00419,신전떡볶이 아주대점,20191217,"경기도 수원시 영통구 아주로 28, 1층 (원천동)",경기도 수원시 영통구 원천동 25-3,16502.0,37.2773338866,127.0441395464,영업/정상,영업,,37.44,203843.463859019,419486.860970589,,,N,37.44,분식
3760000-101-2013-00191,신전떡볶이 탑동점,20131217,"경기도 수원시 권선구 탑동로48번길 7, 102호 (탑동)",경기도 수원시 권선구 탑동 765-7 102호,16604.0,37.2733949525,126.9745808121,영업/정상,영업,,58.23,197674.426195484,419048.314884105,주택가주변,상수도전용,N,58.23,분식
3750000-101-2016-00025,신전떡볶이(장안구청점),20160229,"경기도 수원시 장안구 경수대로 940, 121호 (조원동, 일호골든타워)",경기도 수원시 장안구 조원동 894 일호골든타워 121호,16295.0,37.3031494126,127.0080447727,영업/정상,영업,031-241-2918,49.61,200646.555851827,422349.677595296,,,N,49.61,분식
3770000-101-2011-00207,신전떡볶이(화서점),20110907,"경기도 수원시 팔달구 수성로244번길 25, 203동 105호 (화서동, 위브하늘채상가)",경기도 수원시 팔달구 화서동 743 위브하늘채상가 203동 105호,16433.0,37.2889768749,127.0009393355,영업/정상,영업,031-257-7479,27.41,199979.646433005,420715.244733315,,,N,27.41,분식
3770000-101-2014-00133,신전떡볶이수원여고점,20140605,경기도 수원시 팔달구 고등로59번길 57 (고등동),경기도 수원시 팔달구 고등동 167-62,16448.0,37.27592529,127.0032137825,영업/정상,영업,,34.20,200212.625525485,419330.703669639,,상수도전용,N,34.2,분식
5610000-101-2016-00044,신전떡볶이영통1호점,20160307,"경기도 수원시 영통구 영통로 232, 상가2동 104호 (영통동, 두산.우성.한신아파트)",경기도 수원시 영통구 영통동 973-3 두산.우성.한신아파트,16698.0,37.2471281062,127.0608288693,영업/정상,영업,031-202-2666,20.84,205183.428740449,416214.846937943,,,N,20.84,분식
5610000-101-2011-00148,신토불이 밥상,20110928,"경기도 수원시 영통구 중부대로256번길 3 (매탄동,(1층))",경기도 수원시 영통구 매탄동 153-22 (1층),16531.0,37.2744031666,127.043830112,영업/정상,영업,031-211-1117,43.20,203816.227976518,419165.148327457,,,N,43.2,분식
3770000-101-1995-00152,신포우리만두(수원점),19951209,경기도 수원시 팔달구 정조로776번길 11 (영동),경기도 수원시 팔달구 영동 5-8,16262.0,37.2773107461,127.0178235102,영업/정상,영업,031-245-2000,105.90,201509.930419378,419483.72761278,,,N,105.9,분식
3760000-101-2025-00302,심봉사도로케 수원권선중앙점,20251023,"경기도 수원시 권선구 동수원로242번길 18, 1층 101-2호 (권선동)",경기도 수원시 권선구 권선동 1297-4,16553.0,37.2501050763,127.0354633176,영업/정상,영업,,33.00,203074.265259905,416464.421121946,,,N,33.0,분식
3760000-101-2020-00157,쌀국수공방,20200619,"경기도 수원시 권선구 권광로 50, 1층 (권선동)",경기도 수원시 권선구 권선동 1260-3,16556.0,37.252402719,127.0283902736,영업/정상,영업,,15.92,202446.917271791,416719.444488986,,상수도전용,N,15.92,분식
3770000-101-2025-00163,쌤김밥집,20250616,"경기도 수원시 팔달구 팔달로127번길 8, 1층 (화서동)",경기도 수원시 팔달구 화서동 71-19,16439.0,37.2801918764,127.0039302471,영업/정상,영업,,28.08,200278.046622899,419803.805461683,,상수도전용,N,28.08,분식
3750000-101-2003-00347,써머스,20031017,"경기도 수원시 장안구 수성로261번길 62, 1층 (정자동)",경기도 수원시 장안구 정자동 42-29,16314.0,37.2923502729,126.9993262623,영업/정상,영업,031-253-8633,20.21,199869.617887624,421152.137628242,,,N,20.21,분식
3750000-101-2026-00033,쏘쏘사라다 KT위즈파크점,20260225,"경기도 수원시 장안구 경수대로 893, 수원종합운동장(야구장) 5층 S-504-1호 (조원동)",경기도 수원시 장안구 조원동 775 수원종합운동장(야구장),16308.0,37.2999565007,127.0097355049,영업/정상,영업,,15.40,200883.124112087,421767.364292166,,상수도전용,N,15.4,분식
3760000-101-2025-00177,쏙만두,20250708,"경기도 수원시 권선구 세권로 121, 101호 (권선동)",경기도 수원시 권선구 권선동 1000-8,16564.0,37.2574168624,127.017792465,영업/정상,영업,,32.67,201500.88120756,417280.574744527,,,N,32.67,분식
3760000-101-2021-00272,아띠아띠떡볶이,20210923,"경기도 수원시 권선구 여기산로 22-1, 1층 (서둔동)",경기도 수원시 권선구 서둔동 260-10 1층 102호,16428.0,37.2794975051,126.9786895356,영업/정상,영업,,25.85,198040.633369483,419723.645901195,,상수도전용,N,25.85,분식
3760000-101-2023-00148,아싸꼬마김밥 구운점,20230502,"경기도 수원시 권선구 금호로245번길 2, 1층 일부호 (구운동)",경기도 수원시 권선구 구운동 509-8,16410.0,37.2759386216,126.9770108373,영업/정상,영업,,38.48,197889.24038031,419331.8960976,,,N,38.48,분식
3760000-101-2022-00001,아이스하우스,20220103,"경기도 수원시 권선구 효탑로16번길 20, 탑동아이스링크 지1(상부)층 (탑동)",경기도 수원시 권선구 탑동 512 탑동아이스링크 지1(상부)층,16610.0,37.265843195,126.9770468273,영업/정상,영업,,138.60,197881.695293501,418208.712654055,,상수도전용,Y,138.6,분식
5610000-101-2024-00164,아이엠 꼬마김밥 (수원 본점),20240513,"경기도 수원시 영통구 덕영대로 1470, 망포역 플래티넘베이스 1층 101호 (망포동)",경기도 수원시 영통구 망포동 41-51 망포역 플래티넘베이스,16685.0,37.2450548883,127.0512119021,영업/정상,영업,,39.77,204502.228948359,415907.641170844,,,N,39.77,분식
5610000-101-2021-00278,아임꼬마김밥 수원본점,20210818,"경기도 수원시 영통구 매영로 143, 원천원흥프라자 104호 (원천동)",경기도 수원시 영통구 원천동 550-2 원천원흥프라자,16519.0,37.2666256873,127.0585050996,영업/정상,영업,,34.30,205117.276540411,418302.636818336,,,N,34.3,분식
3770000-101-1999-00338,아주대점 이삭토스트,19990903,경기도 수원시 팔달구 아주로 13 (우만동),경기도 수원시 팔달구 우만동 76-12,16498.0,37.2760432296,127.0437074177,영업/정상,영업,031-214-4229,47.25,203806.075092651,419344.016965417,,,N,47.25,분식
3760000-101-2001-00351,아지트,20010206,,경기도 수원시 권선구 서둔동 179-31,16609.0,,,영업/정상,영업,031-291-9839,22.08,,,기타,상수도전용,N,22.08,분식
3760000-101-2016-00066,암사동 벼락국물떡볶이,20160330,"경기도 수원시 권선구 세지로 116, 1층 (권선동)",경기도 수원시 권선구 권선동 951-24,16569.0,37.2619219956,127.019556894,영업/정상,영업,031-222-9908,31.62,201664.998767108,417775.518353198,기타,상수도전용,N,31.62,분식
3760000-101-2025-00070,애다기 분식,20250328,"경기도 수원시 권선구 세권로316번길 26, 104호 (권선동)",경기도 수원시 권선구 권선동 1291-4,16553.0,37.2507526456,127.0373988165,영업/정상,영업,,14.19,203245.626733997,416536.904432382,,,N,14.19,분식
3750000-101-2015-00080,애플김밥,20150519,경기도 수원시 장안구 장안로7번길 1 (영화동),경기도 수원시 장안구 영화동 376-32,16274.0,37.2858011926,127.0067250158,영업/정상,영업,031-241-7999,33.58,200526.583985249,420424.637777095,,,N,33.58,분식
3760000-101-2005-00217,애플스낵,20051024,"경기도 수원시 권선구 금곡로73번길 71 (금곡동,외2필지 금곡엘지(아)주상가동312호)",경기도 수원시 권선구 금곡동 520 외2필지 금곡엘지(아)주상가동312호,16382.0,37.2752904459,126.9340737486,영업/정상,영업,031-292-7924,23.14,194049.541668356,419256.278669299,기타,상수도전용,N,23.14,분식
3760000-101-2009-00019,얄개분식,20090213,경기도 수원시 권선구 곡반정로65번길 11 (곡반정동),경기도 수원시 권선구 곡반정동 593-10,16672.0,37.2345353059,127.0279604625,영업/정상,영업,,12.32,202409.466609363,414734.267746332,주택가주변,상수도전용,N,12.32,분식
3770000-101-1995-00176,얄리식당,19950317,"경기도 수원시 팔달구 월드컵로297번길 16, 1층 (우만동)",경기도 수원시 팔달구 우만동 520-6,16238.0,37.2848142269,127.0345619019,영업/정상,영업,,20.73,202993.485298885,420316.985529917,,,N,20.73,분식
5610000-101-2022-00300,얌샘김밥 수원영통테크트리점,20220906,"경기도 수원시 영통구 신원로 55, 테크트리 영통 지식산업센터 1층 122호 (신동)",경기도 수원시 영통구 신동 478-6 테크트리 영통 지식산업센터,16677.0,37.2487558667,127.0478523397,영업/정상,영업,,89.48,204158.20826042,416378.941446645,,,N,89.48,분식
3750000-101-2023-00078,얌샘김밥 수원정자점,20230504,"경기도 수원시 장안구 대평로90번길 16, 103호 (정자동)",경기도 수원시 장안구 정자동 876-8 대일프라자,16334.0,37.2963196519,126.9937375369,영업/정상,영업,070-8845-1888,37.74,199373.581203612,421593.333926316,,상수도전용,N,37.74,분식
5610000-101-2023-00385,얌샘김밥 영통영흥공원점,20231016,"경기도 수원시 영통구 영흥숲길 50, 근생1동 1층 106호 (원천동, 영흥숲푸르지오파크비엔)",경기도 수원시 영통구 원천동 628 영흥숲푸르지오파크비엔,16523.0,37.2639171972,127.0671034598,영업/정상,영업,,36.10,,,,,N,36.1,분식
3750000-101-2010-00134,얌얌,20100729,"경기도 수원시 장안구 수성로261번길 30 (정자동,1층 103호)",경기도 수원시 장안구 정자동 73-7 1층 103호,16314.0,37.291164382,127.0002592471,영업/정상,영업,031-246-5356,25.90,199952.623631518,421021.216402924,,,N,25.9,분식
5610000-101-2022-00036,어른김밥,20220209,"경기도 수원시 영통구 영통로218번길 58, 1층 일부호 (영통동)",경기도 수원시 영통구 영통동 974-5,16698.0,37.2468384936,127.0605148377,영업/정상,영업,,41.80,205296.920674094,416104.688073434,,상수도전용,N,41.8,분식
5610000-101-2025-00404,어린시절떡볶이 광교점,20251201,"경기도 수원시 영통구 센트럴파크로 33, 광교힐스테이트레이크 근린생활시설동 B1-04호 (하동)",경기도 수원시 영통구 하동 1014 광교힐스테이트레이크,16514.0,37.2879572609,127.0621711056,영업/정상,영업,,95.45,205448.673148149,420750.184875741,,,N,95.45,분식
3760000-101-2018-00069,언니야김밥,20180416,"경기도 수원시 권선구 서수원로 99, 1층 103호 (오목천동, 수원권선 꿈에그린 아파트)",경기도 수원시 권선구 오목천동 834-3 수원권선 꿈에그린 아파트,16640.0,37.2360089899,126.9734198955,영업/정상,영업,031-292-3337,28.27,197737.564508602,414767.012102579,,상수도전용,N,28.27,분식
3750000-101-2020-00089,얼큰명가찌개마을,20200616,"경기도 수원시 장안구 광교산로 34, 1층 (영화동)",경기도 수원시 장안구 영화동 47-3,16276.0,37.2944901275,127.0219899627,영업/정상,영업,031-242-8147,14.00,201879.316437518,421390.159542383,,상수도전용,N,14.0,분식
3750000-101-2020-00132,엄마분식,20200924,"경기도 수원시 장안구 파장로22번길 25, 1층 (파장동)",경기도 수원시 장안구 파장동 604-17 신광슈퍼,16351.0,37.3055440281,126.9987197275,영업/정상,영업,031-213-8260,34.64,199816.623110068,422616.882526759,,상수도전용,N,34.64,분식
3750000-101-2019-00095,엄마손꼬마김밥,20190603,"경기도 수원시 장안구 파장천로25번길 26, 1층 (파장동)",경기도 수원시 장안구 파장동 577-10,16348.0,37.3085690592,126.9936328486,영업/정상,영업,,65.94,199365.895403413,422954.726735783,,상수도전용,N,65.94,분식
3770000-101-2016-00161,엄마칼국수,20160817,"경기도 수원시 팔달구 중부대로3번길 28, 1층 (팔달로3가)",경기도 수원시 팔달구 팔달로3가 27-19,16262.0,37.2764617128,127.0174002918,영업/정상,영업,,70.00,201471.840246343,419389.859194557,,상수도전용,N,70.0,분식
5610000-101-2011-00063,에스에스푸드,20110412,"경기도 수원시 영통구 태장로 62, 101호 (망포동,동원프라자)",경기도 수원시 영통구 망포동 651-1 동원프라자 101호,16687.0,37.2389684775,127.0530744198,영업/정상,영업,,12.87,204636.863509082,415224.258948661,,,N,12.87,분식
3760000-101-2022-00239,에스엔엠(SNM-SELERA NJONJA MEDAN),20220927,"경기도 수원시 권선구 일월천로15번길 5-14, 1층 (구운동)",경기도 수원시 권선구 구운동 901-6,16412.0,37.2833722133,126.9723004092,영업/정상,영업,031-295-1253,46.02,197472.054799759,420157.295006666,,,N,46.02,분식
3750000-101-2022-00068,여우애김밥 화서역파크푸르지오점,20220425,"경기도 수원시 장안구 대평로 27, 201(오피스텔)동 105 일부호 (정자동, 화서역 파크푸르지오)",경기도 수원시 장안구 정자동 950 화서역 파크푸르지오,16318.0,37.2902327497,126.9952562514,영업/정상,영업,031-269-5686,28.56,199460.301398641,420871.789200422,,상수도전용,N,28.56,분식
5610000-101-2010-00158,역전우동 수원망포역점,20100902,"경기도 수원시 영통구 영통로 215 (영통동,1층)",경기도 수원시 영통구 영통동 978-7 1층,16698.0,37.2466173928,127.0568177881,영업/정상,영업,031-273-0410,47.80,204969.270372703,416079.733652456,,,N,47.8,분식
3750000-101-2013-00156,역전할머니맥주 파장점,20131111,경기도 수원시 장안구 정자로 167 (정자동),경기도 수원시 장안구 정자동 429-24,16337.0,37.3057460126,126.9932342639,영업/정상,영업,031-269-9243,80.64,199329.757693923,422639.427695396,,,N,80.64,분식
3770000-101-2003-00194,영미분식,20030408,경기도 수원시 팔달구 중부대로 100 (인계동),경기도 수원시 팔달구 인계동 208-5 외1필지,16471.0,37.2769351858,127.0275153508,영업/정상,영업,031-225-9388,34.71,202374.786350866,419454.607784876,,상수도전용,N,34.71,분식
3770000-101-2013-00299,영분식,20131230,"경기도 수원시 팔달구 세지로 154, 1층 (인계동)",경기도 수원시 팔달구 인계동 1003-30 1층,16479.0,37.2651557115,127.0212167964,영업/정상,영업,,27.06,201811.012869681,418134.401789917,,상수도전용,N,27.06,분식
3760000-101-1996-00148,영인이네,19961120,경기도 수원시 권선구 권중로56번길 9 (권선동),경기도 수원시 권선구 권선동 1256-5,16556.0,37.2526286802,127.0308132676,영업/정상,영업,031-236-6014,.00,202661.00226017,416742.521056039,주택가주변,상수도전용,N,0.0,분식
3770000-101-1999-50023,예술전당,19990826,"경기도 수원시 팔달구 동말로68번길 15, 1층 (화서동, 수정아파트)",경기도 수원시 팔달구 화서동 97-2 수정아파트,16441.0,37.2780297965,127.0020832252,영업/정상,영업,031-241-5300,16.20,200114.436148932,419572.344215568,기타,상수도전용,N,16.2,분식
5610000-101-2014-00256,예쓰 돈카츠&돈부리,20141016,"경기도 수원시 영통구 월드컵로 123, 102호 (원천동, 승전빌딩)",경기도 수원시 영통구 원천동 83-23,16501.0,37.2754295757,127.0505917378,영업/정상,영업,031-213-2887,41.47,204411.83623055,419269.767151661,,,N,41.47,분식
3770000-101-2022-00212,예전떡볶이,20220704,"경기도 수원시 팔달구 동말로68번길 15, 가동 1층 111호 (화서동, 수정아파트)",경기도 수원시 팔달구 화서동 97-2 수정아파트,16441.0,37.2782280971,127.002081919,영업/정상,영업,,15.03,200114.436148932,419572.344215568,,상수도전용,N,15.03,분식
3760000-101-2003-00221,옛날아우내순대,20030526,"경기도 수원시 권선구 세권로304번길 62, 베스토아 113호 (권선동)",경기도 수원시 권선구 권선동 1296-7 베스토아 113호,16553.0,37.2496268166,127.0353309436,영업/정상,영업,031-235-9411,89.70,203063.293822874,416411.324049055,아파트지역,상수도전용,N,89.7,분식
5610000-101-2018-00067,오!스시,20180316,"경기도 수원시 영통구 광교중앙로266번길 30, 그랜드프라자114호 (하동)",경기도 수원시 영통구 하동 984 그랜드프라자114호,16512.0,37.2922990247,127.0687347651,영업/정상,영업,,57.22,206022.38941624,421149.340843283,,,N,57.22,분식
3760000-101-2025-00046,오공김밥,20250306,"경기도 수원시 권선구 호매실로104번길 24-23, 107호 (호매실동)",경기도 수원시 권선구 호매실동 1401-3,16630.0,37.2573050683,126.962524748,영업/정상,영업,,52.00,196604.738162535,417264.658626391,,상수도전용,N,52.0,분식
3750000-101-2023-00106,오공김밥 수원본점,20230623,"경기도 수원시 장안구 대평로 74, 금강프라자 1층 105,106호 (정자동)","경기도 수원시 장안구 정자동 878-8 금강프라자 105,106호",16334.0,37.295022124,126.9938477759,영업/정상,영업,,72.60,199384.675582476,421447.838103996,,상수도전용,N,72.6,분식
3760000-101-2008-00007,오남매 김밥,20080114,"경기도 수원시 권선구 하탑로 29, 102호 (탑동)",경기도 수원시 권선구 탑동 835-6 102호,16606.0,37.2689883352,126.9748482862,영업/정상,영업,031-278-9997,77.97,197699.237006844,418563.360527819,,상수도전용,N,77.97,분식
5610000-101-2022-00280,"오늘,도시락",20220822,"경기도 수원시 영통구 매여울로53번길 22, 1층 일부호 (매탄동)",경기도 수원시 영통구 매탄동 172-104,16531.0,37.2726346499,127.0433670529,영업/정상,영업,,23.00,203773.94,418966.451,,,N,23.0,분식
3770000-101-2023-00110,오늘도마순대국,20230403,"경기도 수원시 팔달구 권광로180번길 50, 1층 (인계동)",경기도 수원시 팔달구 인계동 1122-14,16488.0,37.2627965575,127.0354192113,영업/정상,영업,,96.31,203071.941993169,417871.7886054,,상수도전용,N,96.31,분식
3770000-101-2025-00224,오니기리야,20250818,"경기도 수원시 팔달구 창룡대로38번길 17, 1층 (남수동)",경기도 수원시 팔달구 남수동 11-223,16256.0,37.2827518157,127.0214437716,영업/정상,영업,,38.84,201831.223952749,420090.305455085,,,N,38.84,분식
5610000-101-2004-00258,오뎅빠,20041203,"경기도 수원시 영통구 덕영대로 1699 (영통동,영통빌딩105호)",경기도 수원시 영통구 영통동 1024-7 영통빌딩105호,16702.0,37.2479715332,127.0770946845,영업/정상,영업,031-273-7887,26.57,206768.933955818,416231.688186001,,,N,26.57,분식
3750000-101-2023-00101,오뚜기분식,20230609,"경기도 수원시 장안구 대평로 80, 1동 지층 B07호 (정자동)",경기도 수원시 장안구 정자동 877-4 1동 B07호,16334.0,37.2955258737,126.9936074645,영업/정상,영업,,20.00,199363.753036764,421508.111841259,,상수도전용,N,20.0,분식
5610000-101-2013-00059,오로라회센타,20130306,"경기도 수원시 영통구 매탄로108번길 28, 108호 (매탄동, 강희타운)",경기도 수원시 영통구 매탄동 1264-2 강희타운 108호,16545.0,37.2598498447,127.0449215802,영업/정상,영업,031-211-3358,38.64,203904.452250175,417548.288167155,,상수도전용,N,38.64,분식
3760000-101-2024-00227,오목네붕어빵,20240723,"경기도 수원시 권선구 매송고색로533번길 7, 상가동 1층 103호 (오목천동, 태산아파트)",경기도 수원시 권선구 오목천동 363 태산아파트,16631.0,37.246054909,126.9623566022,영업/정상,영업,,29.25,196590.179246115,415994.101897451,,,N,29.25,분식
5610000-101-2016-00062,오복 김밥,20160323,"경기도 수원시 영통구 봉영로 1623, 104호 (영통동)",경기도 수원시 영통구 영통동 958-1,16703.0,37.2559223973,127.0747272211,영업/정상,영업,,52.08,206556.351819145,417113.766621288,,,N,52.08,분식
3760000-101-1989-00034,오양만두,19890619,"경기도 수원시 권선구 상탑로 129, 1층 (서둔동)",경기도 수원시 권선구 서둔동 201-1 1층,16616.0,37.2710353314,126.985300993,영업/정상,영업,031-291-6652,23.29,198623.807169734,418788.738178971,기타,상수도전용,N,23.29,분식
3750000-101-2021-00124,오월떡볶이,20210728,"경기도 수원시 장안구 정자로130번길 25-4, 1층 101호 (정자동)",경기도 수원시 장안구 정자동 375-5,16339.0,37.3019818215,126.9919731876,영업/정상,영업,031-252-8633,62.42,199219.127147807,422222.854701704,주택가주변,상수도전용,N,62.42,분식
3760000-101-2020-00048,오이시쿠 컴퍼니,20200221,"경기도 수원시 권선구 권광로 103, 2층 (권선동)",경기도 수원시 권선구 권선동 1038-17,16568.0,37.257167757,127.0298152975,영업/정상,영업,031-238-4399,32.00,202575.131178375,417247.706542807,,상수도전용,N,32.0,분식
5610000-101-2022-00294,오토김밥 광교점,20220829,"경기도 수원시 영통구 도청로17번길 23, 상가동 지1층 103호 (이의동, 자연앤자이)",경기도 수원시 영통구 이의동 1339 자연앤자이,16509.0,37.2846572504,127.0546770252,영업/정상,영업,,39.37,204754.686909685,420329.751559468,,,N,39.37,분식
5610000-101-2025-00242,오토김밥 수원영통점,20250722,"경기도 수원시 영통구 매영로 417, 1층 (영통동)",경기도 수원시 영통구 영통동 1018-2 1층,16705.0,37.2488552887,127.077202503,영업/정상,영업,,113.96,206778.522967682,416329.833789032,,,N,113.96,분식
3750000-101-2007-00209,옥이네김밥나라,20071022,경기도 수원시 장안구 수성로 364 (영화동),경기도 수원시 장안구 영화동 271-22,16269.0,37.2933852115,127.0118766714,영업/정상,영업,031-256-0871,33.88,200982.176046205,421267.647078219,,상수도전용,N,33.88,분식
3760000-101-2001-00547,온달식당,20011013,경기도 수원시 권선구 경수대로 270 (권선동),경기도 수원시 권선구 권선동 1189,16585.0,37.2504974396,127.0208246964,영업/정상,영업,031-267-7533,32.75,201782.733115582,416501.699707548,,상수도전용,N,32.75,분식
5610000-101-2017-00074,온육집 수원영통점,20170329,"경기도 수원시 영통구 청명남로4번길 13-4, 1층 (영통동)",경기도 수원시 영통구 영통동 1002-6,16705.0,37.2501341229,127.074365097,영업/정상,영업,,46.25,206526.578337499,416469.406488111,,,N,46.25,분식
3750000-101-2013-00128,올떡볶이,20131001,"경기도 수원시 장안구 이목로 24, 601동 102호 (정자동, SKSKYVIEW아파트)",경기도 수원시 장안구 정자동 945 SKSKYVIEW아파트 601동 102호,16336.0,37.3057762966,126.9856285067,영업/정상,영업,031-234-1232,27.20,198599.340949953,422793.723995083,,,N,27.2,분식
5610000-101-2003-00792,옴 레스토랑,20030225,"경기도 수원시 영통구 센트럴타운로 85, 203동 2층 B223,224호 (이의동, Summit place 광교)","경기도 수원시 영통구 이의동 1332 Summit place 광교 B223,224호 203동",16507.0,37.2915640479,127.0504732206,영업/정상,영업,02-3210-4545,131.50,204409.226022404,420967.617798492,,상수도전용,Y,131.5,분식
